Canonical_SMILES,Temperature (K),log_visc
Br/C=C\Br,274.01,0.085290578
Br/C=C\Br,284.1,0.029383778
Br/C=C\Br,293.08,-0.017728767
Br/C=C\Br,303.29,-0.066006836
Br/C=C\Br,312.64,-0.106793247
Br/C=C\Br,320.95,-0.141462802
Br/C=C\Br,331.11,-0.181114585
Br/C=C\Br,340.34,-0.214670165
Br/C=C\Br,349.87,-0.247951552
Br/C=C\Br,359.1,-0.279840697
Br/C=C\Br,370.25,-0.316052869
Br/C=C\Br,378.87,-0.342944147
BrBr,268.85,0.117602692
BrBr,270.55,0.109578547
BrBr,278.05,0.06595298
BrBr,280.15,0.055378331
BrBr,285.75,0.029789471
BrBr,286.75,0.024485668
BrBr,292.25,0.001300933
BrBr,300.15,-0.033858267
BrBr,304.55,-0.045275209
BrC(Br)Br,279.55,0.376759395
BrC(Br)Br,283.15,0.345765693
BrC(Br)Br,288.15,0.332842267
BrC(Br)Br,303.15,0.240798771
BrC(Br)Br,349.65,0.003891166
BrC(Br)C(Br)Br,284.15,1.130333768
BrC(Br)C(Br)Br,293.15,0.991093108
BrCBr,288.15,0.037426498
BrCCBr,282.64,0.312388949
BrCCBr,293.78,0.229937686
BrCCBr,304.36,0.159867847
BrCCBr,313.15,0.109240969
BrCCBr,314.79,0.097604329
BrCCBr,324.96,0.040997692
BrCCBr,336.02,-0.014573526
BrCCBr,346.63,-0.064492734
BrCCBr,359.12,-0.118045029
BrCCBr,368.96,-0.15864053
BrCCBr,378.86,-0.197910742
BrCCBr,390.16,-0.238824187
BrCCBr,399.86,-0.274088368
BrCCCBr,298.15,0.254548077
Brc1ccccc1,273.25,0.196728723
Brc1ccccc1,279.05,0.159867847
Brc1ccccc1,283.25,0.124504225
Brc1ccccc1,288.15,0.07773118
Brc1ccccc1,291.15,0.068185862
Brc1ccccc1,291.35,0.068556895
Brc1ccccc1,293.15,0.050766311
Brc1ccccc1,301.45,0.009875634
Brc1ccccc1,303.15,-0.00656377
Brc1ccccc1,316.75,-0.074687909
Brc1ccccc1,334.55,-0.15864053
Brc1ccccc1,344.35,-0.203425667
Brc1ccccc1,353.85,-0.237321436
Brc1ccccc1,364.15,-0.279014256
Brc1ccccc1,375.35,-0.314258261
Brc1ccccc1,384.85,-0.351639989
Brc1ccccc1,394.85,-0.379863945
C#CCCCCCC,298.15,-0.18243463
C#CCO,293.15,0.225309282
C#Cc1ccccc1,298.15,-0.052566278
C#N,265.65,-0.586700236
C#N,278.15,-0.634512015
C#N,283.95,-0.661543506
C#N,288.25,-0.675717545
C#N,293.35,-0.696803943
C/C=C/C=O,298.15,-0.283996656
C/C=C/c1ccc(O)c(OC)c1,298.15,0.428134794
C/C=C/c1ccc2c(c1)OCO2,298.15,0.602059991
C/C=C\CC,293.1,-0.677780705
C/C=C\CC,298.1,-0.698970004
C/C=C\CC,303.1,-0.721246399
C/C=C\CC,308.1,-0.744727495
C1=CC2C3C=CC(C3)C2C1,294.26,-0.133122186
C1=CC=CC=CC=C1,293.1,0.136720567
C1=CC=CC=CC=C1,298.1,0.096910013
C1=CC=CC=CC=C1,303.1,0.06069784
C1=CC=CC=CC=C1,313.1,-0.008773924
C1=CC=CC=CC=C1,323.1,-0.080921908
C1=CC=CC=CC=C1,333.1,-0.142667504
C1=CC=CC=CC=C1,343.1,-0.193820026
C1=CC=CC=CC=C1,353.1,-0.244125144
C1=CCC=C1,285.1,-0.443697499
C1=CCCC1,286.6,-0.366531544
C1=CCCC1,288.1,-0.443697499
C1=CCCC1,298.15,-0.638272164
C1=CCCCC1,273.1,-0.055517328
C1=CCCCC1,283.1,-0.119186408
C1=CCCCC1,286.6,-0.15490196
C1=CCCCC1,288.1,-0.161150909
C1=CCCCC1,291.9,-0.161150909
C1=CCCCC1,293.1,-0.180456064
C1=CCCCC1,303.1,-0.236572006
C1=CCCCC1,313.1,-0.292429824
C1=CCCCC1,314.8,-0.283996656
C1=CCCCC1,323.1,-0.337242168
C1=CCCCC1,333.1,-0.397940009
C1=CCCCC1,333.4,-0.37675071
C1=CCCCC1,342.9,-0.420216403
C1=CCCCC1,352.8,-0.455931956
C1=CCCCC1,353.1,-0.468521083
C1=CCCCC1,356.9,-0.48148606
C1=CCCCC1,373.1,-0.552841969
C1=CCCCCC1,286.6,0.093421685
C1=CCCCCCC1,286.6,0.255272505
C1=Cc2ccccc2C1,293.1,0.260071388
C1=Cc2ccccc2C1,303.1,0.178976947
C1CC2OC2CC1C1CO1,293.15,0.890421019
C1CCC(C2CCCCC2)CC1,293.1,0.574031268
C1CCC(C2CCCCC2)CC1,298.1,0.531478917
C1CCC(C2CCCCC2)CC1,303.1,0.485721426
C1CCC2CCCCC2C1,294.26,0.252367514
C1CCC2CCCCC2C1,323.15,0.198657087
C1CCC2CCCCC2C1,348.15,0.033423755
C1CCCC1,273.1,-0.251811973
C1CCCC1,288.15,-0.321481621
C1CCCC1,293.1,-0.356547324
C1CCCC1,293.15,-0.341035157
C1CCCC1,303.15,-0.391473966
C1CCCC1,313.1,-0.443697499
C1CCCCC1,283.1,0.071882007
C1CCCCC1,288.15,0.018284308
C1CCCCC1,288.7,0.021189299
C1CCCCC1,293.1,-0.008773924
C1CCCCC1,295.15,-0.031517051
C1CCCCC1,298.1,-0.050609993
C1CCCCC1,298.5,-0.050609993
C1CCCCC1,303,-0.091514981
C1CCCCC1,303.1,-0.086186148
C1CCCCC1,303.15,-0.098541679
C1CCCCC1,308.1,-0.119186408
C1CCCCC1,308.2,-0.124938737
C1CCCCC1,309,-0.124938737
C1CCCCC1,313,-0.15490196
C1CCCCC1,313.1,-0.15490196
C1CCCCC1,318.1,-0.187086643
C1CCCCC1,323,-0.214670165
C1CCCCC1,323.1,-0.22184875
C1CCCCC1,323.8,-0.22184875
C1CCCCC1,333.2,-0.27572413
C1CCCCC1,333.9,-0.27572413
C1CCCCC1,348.1,-0.356547324
C1CCCCCC1,286.6,0.214843848
C1CCCCCC1,298.15,0.136720567
C1CCCCCCC1,293.1,0.408239965
C1CCCCCCC1,298.1,0.344392274
C1CCCCCCC1,303.1,0.311753861
C1CCCCCCC1,313.1,0.225309282
C1CCCCCCC1,323.1,0.1430148
C1CCCCCCC1,333.1,0.068185862
C1CCCCCCC1,343.1,0
C1CCCCCCC1,353.1,-0.060480747
C1CC[C@H]2CCCC[C@@H]2C1,243.1,0.863917377
C1CC[C@H]2CCCC[C@@H]2C1,253.1,0.731588765
C1CC[C@H]2CCCC[C@@H]2C1,263.1,0.611723308
C1CC[C@H]2CCCC[C@@H]2C1,273.1,0.507855872
C1CC[C@H]2CCCC[C@@H]2C1,283.1,0.413299764
C1CC[C@H]2CCCC[C@@H]2C1,293.1,0.326335861
C1CC[C@H]2CCCC[C@@H]2C1,298.1,0.292256071
C1CC[C@H]2CCCC[C@@H]2C1,303.1,0.247973266
C1CC[C@H]2CCCC[C@@H]2C1,308.1,0.217483944
C1CC[C@H]2CCCC[C@@H]2C1,311,0.190331698
C1CC[C@H]2CCCC[C@@H]2C1,313.1,0.173186268
C1CC[C@H]2CCCC[C@@H]2C1,323.1,0.10720997
C1CC[C@H]2CCCC[C@@H]2C1,333.1,0.045322979
C1CC[C@H]2CCCC[C@@H]2C1,343.1,-0.008773924
C1CC[C@H]2CCCC[C@@H]2C1,353.1,-0.060480747
C1CC[C@H]2CCCC[C@@H]2C1,363.1,-0.113509275
C1CC[C@H]2CCCC[C@@H]2C1,372.1,-0.15490196
C1CC[C@H]2CCCC[C@@H]2C1,373.1,-0.161150909
C1CC[C@H]2CCCC[C@@H]2C1,383.1,-0.200659451
C1CC[C@H]2CCCC[C@@H]2C1,393.1,-0.244125144
C1CC[C@H]2CCCC[C@@H]2C1,403.1,-0.283996656
C1CC[C@H]2CCCC[C@H]2C1,243.1,1.197556213
C1CC[C@H]2CCCC[C@H]2C1,253.1,1.028571253
C1CC[C@H]2CCCC[C@H]2C1,263.1,0.879669206
C1CC[C@H]2CCCC[C@H]2C1,273.1,0.747411808
C1CC[C@H]2CCCC[C@H]2C1,283.1,0.633468456
C1CC[C@H]2CCCC[C@H]2C1,293.1,0.527629901
C1CC[C@H]2CCCC[C@H]2C1,298.1,0.462397998
C1CC[C@H]2CCCC[C@H]2C1,303.1,0.434568904
C1CC[C@H]2CCCC[C@H]2C1,308.1,0.374748346
C1CC[C@H]2CCCC[C@H]2C1,311,0.36361198
C1CC[C@H]2CCCC[C@H]2C1,313.1,0.350248018
C1CC[C@H]2CCCC[C@H]2C1,323.1,0.271841607
C1CC[C@H]2CCCC[C@H]2C1,333.1,0.198657087
C1CC[C@H]2CCCC[C@H]2C1,343.1,0.133538908
C1CC[C@H]2CCCC[C@H]2C1,353.1,0.075546961
C1CC[C@H]2CCCC[C@H]2C1,363.1,0.021189299
C1CC[C@H]2CCCC[C@H]2C1,372.1,-0.036212173
C1CC[C@H]2CCCC[C@H]2C1,373.1,-0.036212173
C1CC[C@H]2CCCC[C@H]2C1,383.1,-0.086186148
C1CC[C@H]2CCCC[C@H]2C1,393.1,-0.124938737
C1CC[C@H]2CCCC[C@H]2C1,403.1,-0.167491087
C1CO1,227.45,-0.268653024
C1CO1,234.95,-0.311313276
C1CO1,240.55,-0.346305205
C1CO1,252.15,-0.404834585
C1CO1,259.55,-0.439256699
C1CO1,282.45,-0.533577278
C1CO1,283.15,-0.595166283
C1COCCN1,288.15,0.403120521
C1COCCN1,293.15,0.348304863
C1COCCN1,303.15,0.252853031
C1COCCO1,288.15,0.158060794
C1COCCO1,303.15,0.036229544
C1COCO1,298.15,-0.222
C1CSC1,293.15,-0.195179321
C1CSC1,298.15,-0.216811309
C=C(C#N)C(=O)OC,298.15,0.342422681
C=C(C)C(=C)C,273.52,-0.471854922
C=C(C)C(=C)C,279.1,-0.499077761
C=C(C)C(=C)C,283.93,-0.521433504
C=C(C)C(=C)C,288.61,-0.542723814
C=C(C)C(=C)C,293.15,-0.563360368
C=C(C)C(=C)C,293.91,-0.565590792
C=C(C)C(=C)C,298.61,-0.58519372
C=C(C)C(=C)C,303.86,-0.606600305
C=C(C)C(=C)C,309.21,-0.628009089
C=C(C)C(=C)C,313.15,-0.657577319
C=C(C)C(=C)C,315.14,-0.651889932
C=C(C)C(=C)C,319.91,-0.670195478
C=C(C)C(=C)C,324.69,-0.688882157
C=C(C)C(=C)C,329.35,-0.706416487
C=C(C)C(=O)O,293.15,0.120573931
C=C(C)C(=O)OC,293.15,-0.199282922
C=C(C)C(=O)OC1CCCCC1,298.15,0.698970004
C=C(C)C(=O)OCC(C)C,293.1,0
C=C(C)C(=O)OCC(C)C,298.1,-0.036212173
C=C(C)C(=O)OCC1CO1,294.26,0.738859802
C=C(C)C(=O)OCCCC,277.1,0.133538908
C=C(C)C(=O)OCCCC,288.1,0.033423755
C=C(C)C(=O)OCCCC,293.1,0.037426498
C=C(C)C(=O)OCCCC,298.1,-0.036212173
C=C(C)C(=O)OCCCC,308.1,-0.102372909
C=C(C)C(=O)OCCCC,323.1,-0.187086643
C=C(C)C(=O)OCCCC,333.1,-0.259637311
C=C(C)C(=O)OCCN(C)C,298.15,0.127104798
C=C(C)C1CC=C(C)C(=O)C1,298.15,0.530199698
C=C(C)C=O,293.15,-0.30980392
C=C(C)c1ccccc1,293.15,-0.026872146
C=C1CCC2CC1C2(C)C,298.15,0.182414652
C=C=C,298.1,-0.853871964
C=CC#N,298.15,-0.47
C=CC(=C)C,273.1,-0.585026652
C=CC(=C)C,278.1,-0.602059991
C=CC(=C)C,278.77,-0.609241471
C=CC(=C)C,278.8,-0.602059991
C=CC(=C)C,283.1,-0.619788758
C=CC(=C)C,283.42,-0.627456199
C=CC(=C)C,283.5,-0.619788758
C=CC(=C)C,288.1,-0.638272164
C=CC(=C)C,288.48,-0.648010545
C=CC(=C)C,288.5,-0.638272164
C=CC(=C)C,293.1,-0.657577319
C=CC(=C)C,293.5,-0.657577319
C=CC(=C)C,293.56,-0.668167956
C=CC(=C)C,298.1,-0.677780705
C=CC(=C)C,298.4,-0.68613278
C=CC(=C)C,298.5,-0.677780705
C=CC(=C)C,302,-0.698970004
C=CC(=C)C,302.09,-0.699839463
C=CC(=C)C,303,-0.698970004
C=CC(=C)C,303.08,-0.702239489
C=CC(=C)C,303.1,-0.698970004
C=CC(=C)C,305.1,-0.721246399
C=CC(=C)C,305.17,-0.711303739
C=CC(=O)O,298.15,0.079181246
C=CC(=O)OC,273,-0.200659451
C=CC(=O)OC,288.71,-0.286509457
C=CC(=O)OC,298.15,-0.346787486
C=CC(=O)OCC(C)C,294.26,-0.085128182
C=CC(=O)OCCCC,278.3,0.071882007
C=CC(=O)OCCCC,286,0.012837225
C=CC(=O)OCCCC,298.3,-0.065501549
C=CC(C)(O)CCC=C(C)C,298.15,0.649821463
C=CC(C)(O)CCC=C(C)C,283.15,0.957607287
C=CC(C)(O)CCC=C(C)C,293.15,0.742725131
C=CC(C)(O)CCC=C(C)C,303.15,0.559906625
C=CC(C)(O)CCC=C(C)C,313.15,0.405004665
C=CC(C)(O)CCC=C(C)C,323.15,0.271376872
C=CC(C)(O)CCC=C(C)C,333.15,0.155943018
C=CC(C)(O)CCC=C(C)C,343.15,0.055760465
C=CC(C)(O)CCC=C(C)C,353.15,-0.031517051
C=CC(C)=O,294.26,-0.093126465
C=CC(N)=O,298.15,0.432969291
C=CC=C,293.1,-0.327902142
C=CC=C,303.1,-0.37675071
C=CC=C,313.1,-0.420216403
C=CC=C,323.1,-0.455931956
C=CC=C,333.1,-0.508638306
C=CC=O,293.15,-0.455931956
C=CCBr,273.45,-0.209855635
C=CCBr,279.79,-0.241845378
C=CCBr,285.57,-0.269863996
C=CCBr,291.49,-0.297052754
C=CCBr,297.88,-0.325414398
C=CCBr,303.99,-0.351737594
C=CCBr,310.37,-0.376957566
C=CCBr,315.99,-0.39924485
C=CCBr,321.01,-0.419645339
C=CCBr,327.7,-0.445268623
C=CCBr,334.3,-0.468265691
C=CCBr,341.82,-0.495801081
C=CCC(=O)O,298.15,0.146128036
C=CCCC=C,309.15,-0.612610174
C=CCCCCCC,293.15,-0.327902142
C=CCCCCCCC,293.15,-0.207608311
C=CCCCCCCCC,293.15,-0.09420412
C=CCCCCCCCC,298.15,-0.124938737
C=CCCCCCCCCC,298.15,-0.017728767
C=CCCCCCCCCCC,298.15,0.079181246
C=CCCCCCCCCCCCC,298.15,0.26245109
C=CCCCCCCCCCCCCC,298.15,0.350248018
C=CCCCCCCCCCCCCCC,273.1,0.408239965
C=CCCCCCCCCCCCCCC,293.1,0.222716471
C=CCCCCCCCCCCCCCC,333.1,-0.055517328
C=CCCCCCCCCCCCCCCC,298.15,0.51054501
C=CCCCCCCCCCCCCCCCC,298.15,0.58546073
C=CCCCCCCCCCCCCCCCCC,298.15,0.658964843
C=CCCCCCCCCCCCCCCCCCC,301.8,0.693726949
C=CCCCCCCCCCCCCCCCCCC,308.15,0.62324929
C=CCCl,273.68,-0.394156461
C=CCCl,279.13,-0.420216403
C=CCCl,284.34,-0.443938841
C=CCCl,288.15,-0.459670525
C=CCCl,289.81,-0.467500414
C=CCCl,295.08,-0.490797478
C=CCCl,301.47,-0.5172693
C=CCCl,307.12,-0.539854183
C=CCCl,311.52,-0.556893543
C=CCCl,315.25,-0.571703186
C=CCI,273.48,-0.033389013
C=CCI,282.48,-0.083546051
C=CCI,289.92,-0.122628654
C=CCI,299.27,-0.168130226
C=CCI,308.92,-0.211831629
C=CCI,317.33,-0.247951552
C=CCI,328.31,-0.292429824
C=CCI,336.59,-0.322393047
C=CCI,344.29,-0.353596274
C=CCI,354.44,-0.387216143
C=CCI,365.01,-0.425968732
C=CCI,371.6,-0.446116973
C=CCN,298.15,-0.426548178
C=CCNc1ccccc1,328.15,0.149219113
C=CCNc1ccccc1,403.15,-0.295849483
C=CCO,280.56,0.257678575
C=CCO,280.6,0.257678575
C=CCO,288.1,0.173186268
C=CCO,288.46,0.178401342
C=CCO,288.5,0.178976947
C=CCO,293.1,0.136720567
C=CCO,293.15,0.134495856
C=CCO,295.96,0.108226656
C=CCO,296,0.10720997
C=CCO,298.1,0.086359831
C=CCO,303.1,0.029383778
C=CCO,313.15,-0.039053804
C=CCO,319.5,-0.091514981
C=CCO,319.51,-0.090979146
C=CCO,327.25,-0.149966742
C=CCO,327.3,-0.148741651
C=CCO,333.9,-0.200659451
C=CCO,333.92,-0.19859629
C=CCO,342,-0.251811973
C=CCO,342.01,-0.254144805
C=CCO,343.15,-0.257274869
C=CCO,349.96,-0.308034897
C=CCO,350,-0.30980392
C=CCO,357.6,-0.356547324
C=CCO,357.65,-0.356547324
C=CCO,365.4,-0.408935393
C=CCO,365.41,-0.404503778
C=CCO,368.39,-0.42136079
C=CCO,368.4,-0.420216403
C=CCOC(=O)/C=C\C(=O)OCC=C,293.1,0.653212514
C=CCOC(=O)Cl,293.15,-0.148741651
C=CCOC(=O)c1ccccc1C(=O)OCC=C,293.15,1.113943352
C=CCOC(C)=O,293.15,-0.283996656
C=CCOC(C)=O,298.15,-0.337242168
C=CCOCC(C)O,298.1,0.385606274
C=CCSC#N,298.15,-0.171984936
C=CCSC#N,323.15,-0.266802735
C=CCSC#N,353.15,-0.369572125
C=CCSC#N,373.15,-0.500312917
C=CCSC#N,398.15,-0.580044252
C=CCc1ccc(O)c(OC)c1,293.15,0.893040112
C=CCc1ccc(O)c(OC)c1,298.15,0.84260924
C=CCc1ccc2c(c1)OCO2,298.15,0.361727836
C=CCl,253.15,-0.552841969
C=CN1CCCC1=O,298.15,0.315970345
C=COC(C)=O,273.3,-0.259637311
C=COC(C)=O,278,-0.292429824
C=COC(C)=O,281.6,-0.30980392
C=COC(C)=O,284.8,-0.327902142
C=COC(C)=O,286.5,-0.337242168
C=COC(C)=O,290.5,-0.356547324
C=COC(C)=O,292.5,-0.366531544
C=COC(C)=O,294.3,-0.37675071
C=COC(C)=O,298.15,-0.397940009
C=COC(C)=O,301.5,-0.408935393
C=COC(C)=O,307.1,-0.431798276
C=COC(C)=O,313.9,-0.468521083
C=COC(C)=O,333.1,-0.537602002
C=Cc1ccc(C)cc1,239.02,0.321929669
C=Cc1ccccn1,293.15,0.068185862
C=O,298.15,-0.847405922
CBr,273.15,-0.401209493
CC#N,283.15,-0.401209493
CC#N,303.15,-0.482804102
CC(=O)C(C)(C)C,298.15,-0.147
CC(=O)C(C)C,298.15,-0.368
CC(=O)CC(C)(C)O,258.1,1.170555059
CC(=O)CC(C)(C)O,270.5,0.889861721
CC(=O)CC(C)(C)O,271.4,0.872738827
CC(=O)CC(C)(C)O,293.1,0.5289167
CC(=O)CC(C)(C)O,303.1,0.399673721
CC(=O)CC(C)(C)O,323.1,0.195899652
CC(=O)CC(C)(C)O,343.1,0.029383778
CC(=O)CC(C)C,303.15,-0.282329497
CC(=O)CCC(C)C,293.15,-0.113509275
CC(=O)CCC(C)C,298.15,-0.124938737
CC(=O)N(C)C,323.15,0.106870544
CC(=O)N(C)C,348.15,-0.04769199
CC(=O)N(C)c1ccccc1,393.15,-0.086186148
CC(=O)O,291.15,0.113943352
CC(=O)O,293.15,0.09131516
CC(=O)O,304.01,0.010723865
CC(=O)O,308.15,-0.003926346
CC(=O)O,313.03,-0.04431225
CC(=O)O,318.15,-0.062983893
CC(=O)O,321.62,-0.093664958
CC(=O)O,328.15,-0.119186408
CC(=O)O,330.61,-0.142064735
CC(=O)O,338.15,-0.170053304
CC(=O)O,341.25,-0.195179321
CC(=O)O,349.81,-0.236572006
CC(=O)O,357.68,-0.272458743
CC(=O)O,358.15,-0.262807357
CC(=O)O,367.12,-0.315154638
CC(=O)O,368.15,-0.310691141
CC(=O)O,376.04,-0.351639989
CC(=O)O,383.15,-0.372634143
CC(=O)O,385.72,-0.391473966
CC(=O)OC(C)(C)C,298.15,-0.318758763
CC(=O)OC(C)=O,273.33,0.092720645
CC(=O)OC(C)=O,283.15,0.024485668
CC(=O)OC(C)=O,285.67,0.003029471
CC(=O)OC(C)=O,288.15,-0.009217308
CC(=O)OC(C)=O,297.25,-0.069560405
CC(=O)OC(C)=O,308.55,-0.13430394
CC(=O)OC(C)=O,313.15,-0.155522824
CC(=O)OC(C)=O,321.3,-0.200659451
CC(=O)OC(C)=O,333.54,-0.258848401
CC(=O)OC(C)=O,344.19,-0.306273051
CC(=O)OC(C)=O,349.65,-0.335358024
CC(=O)OC(C)=O,357.57,-0.36251027
CC(=O)OC(C)=O,368.24,-0.404503778
CC(=O)OC(C)=O,382.07,-0.454692884
CC(=O)OC(C)=O,393.38,-0.494850022
CC(=O)OC(C)C,291.15,-0.245
CC(=O)OC(C)C,293.1,-0.283996656
CC(=O)OC(C)C,298.1,-0.30980392
CC(=O)OC(C)C,308.1,-0.366531544
CC(=O)OC(C)CC(C)C,293.15,-0.031517051
CC(=O)OC1CCCCC1,283.6,0.45484486
CC(=O)OC1CCCCC1,298.6,0.301029996
CC(=O)OC1CCCCC1,313.7,0.178976947
CC(=O)OC1CCCCC1,333.1,0.045322979
CC(=O)OC1CCCCC1,348.8,-0.045757491
CC(=O)OCC(C)C,293.05,-0.140261434
CC(=O)OCC(C)C,351.25,-0.436518915
CC(=O)OCC(C)C,372.55,-0.542118103
CC(=O)OCC(COC(C)=O)OC(C)=O,328.15,0.680335513
CC(=O)OCCC(C)C,282.12,0.012837225
CC(=O)OCCC(C)C,293.06,-0.059483515
CC(=O)OCCC(C)C,293.15,-0.059483515
CC(=O)OCc1ccccc1,318.1,0.146128036
CC(=O)OCc1ccccc1,293.15,0.369586891
CC(=O)OCc1ccccc1,298.15,0.311541958
CC(=O)OCc1ccccc1,303.15,0.263872677
CC(=O)OCc1ccccc1,313.15,0.168497484
CC(=O)OCc1ccccc1,323.15,0.098989639
CC(=O)OO,298.71,0.515873844
CC(=O)Oc1ccccc1,251.3,0.795880017
CC(=O)Oc1ccccc1,266.8,0.639486489
CC(=O)Oc1ccccc1,282.4,0.505149978
CC(=O)Oc1ccccc1,297.9,0.387389826
CC(=O)Oc1ccccc1,313.5,0.283301229
CC(=O)Oc1ccccc1,318.1,0.255272505
CC(=O)Oc1ccccc1,329,0.193124598
CC(=O)Oc1ccccc1,344.5,0.11058971
CC(=O)Oc1ccccc1,360.1,0.033423755
CC(=O)Oc1ccccc1,375.6,-0.031517051
CC(=O)Oc1ccccc1,391.1,-0.096910013
CC(=O)c1ccc(O)cc1,387.8,0.952792443
CC(=O)c1ccc(O)cc1,392.2,0.883093359
CC(=O)c1ccc(O)cc1,402.5,0.754348336
CC(=O)c1ccccc1,289.15,0.298853076
CC(=O)c1ccccc1,303.15,0.179264464
CC(=O)c1ccccc1,318.15,0.076276255
CC(=O)c1ccccc1,368.15,-0.185086819
CC(Br)CBr,273.51,0.358886204
CC(Br)CBr,286.06,0.259115844
CC(Br)CBr,293.15,0.21031852
CC(Br)CBr,298.42,0.174350597
CC(Br)CBr,311.17,0.095866453
CC(Br)CBr,323.23,0.030194785
CC(Br)CBr,336.34,-0.037157319
CC(Br)CBr,349.61,-0.098541679
CC(Br)CBr,362.28,-0.152427341
CC(Br)CBr,374.33,-0.202040356
CC(Br)CBr,386.86,-0.247951552
CC(Br)CBr,401.12,-0.300162274
CC(C)(Br)CBr,273.54,0.517195898
CC(C)(Br)CBr,286.82,0.390228362
CC(C)(Br)CBr,300.09,0.282395505
CC(C)(Br)CBr,313.95,0.184123354
CC(C)(Br)CBr,326.33,0.105169428
CC(C)(Br)CBr,340.05,0.027349608
CC(C)(Br)CBr,353.75,-0.04431225
CC(C)(Br)CBr,366.78,-0.107348966
CC(C)(Br)CBr,380.3,-0.167491087
CC(C)(Br)CBr,394.89,-0.226945307
CC(C)(C)C,273.15,-0.484126156
CC(C)(C)CC(C)(C)C,298.15,-0.124938737
CC(C)(C)CO,293.15,0.397940009
CC(C)(C)Cl,288.15,-0.26520017
CC(C)(C)O,295.56,0.769894036
CC(C)(C)O,295.6,0.770115295
CC(C)(C)O,298.1,0.64738297
CC(C)(C)O,299.6,0.620136055
CC(C)(C)O,303.1,0.5289167
CC(C)(C)O,305.2,0.477121255
CC(C)(C)O,305.23,0.477699928
CC(C)(C)O,308.1,0.413299764
CC(C)(C)O,310.37,0.374198258
CC(C)(C)O,310.4,0.374748346
CC(C)(C)O,313.1,0.311753861
CC(C)(C)O,315.56,0.280805928
CC(C)(C)O,315.6,0.281033367
CC(C)(C)O,320.97,0.190331698
CC(C)(C)O,321,0.190331698
CC(C)(C)O,326.1,0.113943352
CC(C)(C)O,326.14,0.112605002
CC(C)(C)O,331.09,0.040206628
CC(C)(C)O,331.1,0.041392685
CC(C)(C)O,335.2,-0.013228266
CC(C)(C)O,335.24,-0.014214382
CC(C)(C)O,337.6,-0.040958608
CC(C)(C)O,346.6,-0.148741651
CC(C)(C)O,346.62,-0.151379883
CC(C)(C)O,394.8,-0.619788758
CC(C)(C)c1ccc(O)cc1,383.15,0.380211242
CC(C)(CO)COC(=O)C(C)(C)CO,358.1,1.292034436
CC(C)(CO)COC(=O)C(C)(C)CO,368.1,1.104145551
CC(C)(Cl)Cl,288.15,-0.11407366
CC(C)(Cl)Cl,303.15,-0.208309351
CC(C)(O)C(F)(F)F,298.15,0.521138084
CC(C)=CC(=O)C=C(C)C,298.15,0.146128036
CC(C)=CCCC(C)=CCCC(C)=CCCC=C(C)CCC=C(C)CCC=C(C)C,298.15,1.079181246
CC(C)=CCCC(C)CCO,293.15,1.045322979
CC(C)=CCCC(C)CCO,313.15,0.726727209
CC(C)=O,233.15,-0.14691047
CC(C)=O,242.85,-0.212539525
CC(C)=O,252.75,-0.287350298
CC(C)=O,262.55,-0.345823458
CC(C)=O,281.01,-0.439137305
CC(C)=O,284.87,-0.45655282
CC(C)=O,288.15,-0.462180905
CC(C)=O,288.39,-0.471597562
CC(C)=O,292.17,-0.48704892
CC(C)=O,296.16,-0.504316932
CC(C)=O,300.37,-0.521866572
CC(C)=O,303.15,-0.528708289
CC(C)=O,305.58,-0.543178652
CC(C)=O,309.15,-0.557206774
CC(C)=O,313.19,-0.572676214
CC(C)=O,317.27,-0.587707491
CC(C)=O,320.77,-0.60153915
CC(C)=O,325.35,-0.618884919
CC(C)=O,327.01,-0.623970818
CC(C)Br,273.48,-0.220331373
CC(C)Br,278.27,-0.245040412
CC(C)Br,283.29,-0.269944848
CC(C)Br,288.15,-0.27083521
CC(C)Br,288.45,-0.295163394
CC(C)Br,293.43,-0.318487413
CC(C)Br,298.61,-0.341893164
CC(C)Br,303.09,-0.362210171
CC(C)Br,303.15,-0.359518563
CC(C)Br,309.05,-0.387746094
CC(C)Br,314.32,-0.409604053
CC(C)Br,319.51,-0.431329022
CC(C)Br,324.06,-0.449160395
CC(C)Br,329.91,-0.472241247
CC(C)C,233.1,-0.468521083
CC(C)C,240,-0.522878745
CC(C)C,244.3,-0.522878745
CC(C)C,255.4,-0.585026652
CC(C)C,263.15,-0.623423043
CC(C)C,266.5,-0.638272164
CC(C)C,277.5,-0.677780705
CC(C)C,288.8,-0.744727495
CC(C)C,299.9,-0.769551079
CC(C)C,311,-0.823908741
CC(C)C(=O)O,276.84,0.245759356
CC(C)C(=O)O,302.48,0.055760465
CC(C)C(=O)O,315.68,-0.024568191
CC(C)C(=O)O,327.69,-0.090979146
CC(C)C(=O)O,343.64,-0.171340103
CC(C)C(=O)O,361.21,-0.251811973
CC(C)C(=O)O,372.09,-0.301899454
CC(C)C(=O)O,382.93,-0.346787486
CC(C)C(=O)O,394.12,-0.390405591
CC(C)C(C)(C)C,293.15,-0.237321436
CC(C)C(C)(C)C,298.15,-0.259637311
CC(C)C(C)C,273.15,-0.305394801
CC(C)C(C)C,288.15,-0.388276692
CC(C)C(C)C,293.15,-0.41453927
CC(C)C(C)O,298.15,0.545307116
CC(C)C1CCCC1,273.1,-0.036212173
