Canonical_SMILES,Temperature (K),log_visc
CCCCCCCCCCCCCCCCC(CCCCCCCCCCCCCCCC)C1CCCCC1,333.15,1.218010043
CCCCCCCCCCCCCCCCC(CCCCCCCCCCCCCCCC)C1CCCCC1,372.04,0.781539969
CCCCCCCCCCC[C@@H]([C@H]1CCC[C@@H](C)C1)[C@H]1CC[C@@H](C)CC1,273.15,2.825166372
CCCCCCCCCCC[C@@H]([C@H]1CCC[C@@H](C)C1)[C@H]1CC[C@@H](C)CC1,293.15,2.098643726
CCCCCCCCCCC[C@@H]([C@H]1CCC[C@@H](C)C1)[C@H]1CC[C@@H](C)CC1,310.93,1.614791792
CCCCCCCCCCC[C@@H]([C@H]1CCC[C@@H](C)C1)[C@H]1CC[C@@H](C)CC1,333.15,1.169086357
CCCCCCCCCCC[C@@H]([C@H]1CCC[C@@H](C)C1)[C@H]1CC[C@@H](C)CC1,372.04,0.652633068
CCCCCCCCCCCCc1cc2ccccc2c2ccccc12,353.15,1.026941628
CCCCCCCCCCCCc1cc2ccccc2c2ccccc12,363.15,0.903089987
CCCCCCCCCCCCc1cc2ccccc2c2ccccc12,372.04,0.775319122
CCCCCCCCCCCC[C@@H]1C[C@@H]2CCCC[C@@H]2[C@@H]2CCCC[C@H]12,293.15,2.033423755
CCCCCCCCCCCC[C@@H]1C[C@@H]2CCCC[C@@H]2[C@@H]2CCCC[C@H]12,310.93,1.592620821
CCCCCCCCCCCC[C@@H]1C[C@@H]2CCCC[C@@H]2[C@@H]2CCCC[C@H]12,333.15,1.188928484
CCCCCCCCCCCC[C@@H]1C[C@@H]2CCCC[C@@H]2[C@@H]2CCCC[C@H]12,372.04,0.70918513
CCCCCCCCCCCCc1ccc2c(c1)CCc1ccccc1-2,310.93,1.628593256
CCCCCCCCCCCCc1ccc2c(c1)CCc1ccccc1-2,333.15,1.220108088
CCCCCCCCCCCCc1ccc2c(c1)CCc1ccccc1-2,372.04,0.737828506
CCCCCCCCCCCC[C@H]1CC[C@@H]2[C@@H](CC[C@@H]3CCCC[C@@H]32)C1,293.15,1.890700398
CCCCCCCCCCCC[C@H]1CC[C@@H]2[C@@H](CC[C@@H]3CCCC[C@@H]32)C1,310.93,1.517195898
CCCCCCCCCCCC[C@H]1CC[C@@H]2[C@@H](CC[C@@H]3CCCC[C@@H]32)C1,333.15,1.158362492
CCCCCCCCCCCC[C@H]1CC[C@@H]2[C@@H](CC[C@@H]3CCCC[C@@H]32)C1,372.04,0.718750735
c1cc2c(cc1CCCCCCCCCCc1ccc3c(c1)CCC3)CCC2,333.15,1.264581729
c1cc2c(cc1CCCCCCCCCCc1ccc3c(c1)CCC3)CCC2,372.04,0.805840549
c1cc2c(cc1CCCCCCCCCCc1ccc3c(c1)CCC3)CCC2,388.15,0.655810494
C(CCCCC[C@H]1CC[C@H]2CCC[C@H]2C1)CCCC[C@@H]1CC[C@@H]2CCC[C@@H]2C1,372.04,0.926548225
C(CCCCC[C@H]1CC[C@H]2CCC[C@H]2C1)CCCC[C@@H]1CC[C@@H]2CCC[C@@H]2C1,388.15,0.759516759
C(CCCCC[C@H]1CC[C@H]2CCC[C@H]2C1)CCCC[C@@H]1CC[C@@H]2CCC[C@@H]2C1,408.15,0.472902652
CCCCCCCCCCCCc1ccc2c(ccc3ccccc32)c1,333.15,1.143951116
CCCCCCCCCCCCc1ccc2c(ccc3ccccc32)c1,372.04,0.690816058
CCCCCCCCCCCCc1ccc2c(ccc3ccccc32)c1,388.15,0.557386882
CCCCCCCCCCCCc1ccc2c(ccc3ccccc32)c1,408.15,0.410102077
CCCCCCCCCCc1ccc(CCCCCCCCCC)cc1,310.93,1.009025742
CCCCCCCCCCc1ccc(CCCCCCCCCC)cc1,333.15,0.753659647
CCCCCCCCCCc1ccc(CCCCCCCCCC)cc1,372.04,0.427648371
CCCCCCCCCC[C@H]1CC[C@@H](CCCCCCCCCC)CC1,310.93,1.133538908
CCCCCCCCCC[C@H]1CC[C@@H](CCCCCCCCCC)CC1,333.15,0.85672889
CCCCCCCCCC[C@H]1CC[C@@H](CCCCCCCCCC)CC1,372.04,0.503926804
CC(C)CCC[C@@H](C)[C@@H]1CC[C@H]2[C@@H]3CC[C@H]4CCCC[C@@]4(C)[C@@H]3CC[C@@]21C,353.15,1.641771471
CC(C)CCC[C@@H](C)[C@@H]1CC[C@H]2[C@@H]3CC[C@H]4CCCC[C@@]4(C)[C@@H]3CC[C@@]21C,363.15,1.439016728
CC(C)CCC[C@@H](C)[C@@H]1CC[C@H]2[C@@H]3CC[C@H]4CCCC[C@@]4(C)[C@@H]3CC[C@@]21C,372.04,1.280805928
CCCCCCCCCCCCCCCCCCc1c(C)cc(C)cc1C,333.15,0.950559562
CCCCCCCCCCCCCCCCCCc1c(C)cc(C)cc1C,372.04,0.553883027
CCCCCCCCCCCCCCCCCCc1c(C)cc(C)cc1C,388.15,0.426185825
CCCCCCCCCCCCCCCCCC[C@@H]1[C@H](C)C[C@H](C)C[C@@H]1C,293.15,1.466571072
CCCCCCCCCCCCCCCCCC[C@@H]1[C@H](C)C[C@H](C)C[C@@H]1C,310.93,1.161068385
CCCCCCCCCCCCCCCCCC[C@@H]1[C@H](C)C[C@H](C)C[C@@H]1C,333.15,0.871280973
CCCCCCCCCCCCCCCCCC[C@@H]1[C@H](C)C[C@H](C)C[C@@H]1C,372.04,0.514282048
CCCCCCCCCCCCCCCCCCc1cc(C)ccc1C,333.15,0.81617499
CCCCCCCCCCCCCCCCCCc1cc(C)ccc1C,372.04,0.460446784
CCCCCCCCCCCCCCCCCCc1cc(C)ccc1C,388.15,0.339053736
CCCCCCCCCCCCCCCCCC[C@@H]1C[C@H](C)CC[C@@H]1C,293.15,1.391993072
CCCCCCCCCCCCCCCCCC[C@@H]1C[C@H](C)CC[C@@H]1C,310.93,1.101747074
CCCCCCCCCCCCCCCCCC[C@@H]1C[C@H](C)CC[C@@H]1C,333.15,0.821513528
CCCCCCCCCCCCCCCCCC[C@@H]1C[C@H](C)CC[C@@H]1C,372.04,0.471731651
CCCCCCCCCCC[C@H](CCCCCCC)c1ccc(C)cc1,273.15,1.937267072
CCCCCCCCCCC[C@H](CCCCCCC)c1ccc(C)cc1,293.15,1.463445032
CCCCCCCCCCC[C@H](CCCCCCC)c1ccc(C)cc1,310.93,1.136720567
CCCCCCCCCCC[C@H](CCCCCCC)c1ccc(C)cc1,333.15,0.823213313
CCCCCCCCCCC[C@H](CCCCCCC)c1ccc(C)cc1,372.04,0.434089638
CCCCCCCCCCC[C@H](CCCCCCC)[C@H]1CC[C@@H](C)CC1,273.15,1.981093423
CCCCCCCCCCC[C@H](CCCCCCC)[C@H]1CC[C@@H](C)CC1,293.15,1.493458051
CCCCCCCCCCC[C@H](CCCCCCC)[C@H]1CC[C@@H](C)CC1,310.93,1.159567193
CCCCCCCCCCC[C@H](CCCCCCC)[C@H]1CC[C@@H](C)CC1,333.15,0.839980558
CCCCCCCCCCC[C@H](CCCCCCC)[C@H]1CC[C@@H](C)CC1,372.04,0.448551739
CCCCCCCCC(CCCCCC)CCCCCCCC,273.15,1.373647472
CCCCCCCCC(CCCCCC)CCCCCCCC,293.15,1.010299957
CCCCCCCCC(CCCCCC)CCCCCCCC,310.93,0.758154622
CCCCCCCCC(CCCCCC)CCCCCCCC,333.15,0.51295108
CCCCCCCCC(CCCCCC)CCCCCCCC,372.04,0.199755177
CCCCCCCCCCCCCCCCCC(CCCCCCCC)CCCCCCCC,310.93,1.22685757
CCCCCCCCCCCCCCCCCC(CCCCCCCC)CCCCCCCC,333.15,0.930745328
CCCCCCCCCCCCCCCCCC(CCCCCCCC)CCCCCCCC,372.04,0.555698895
CCCCCCCC[C@H]1c2cc3c(cc2C[C@H]2CCCC[C@H]21)CCCC3,310.93,2.539703239
CCCCCCCC[C@H]1c2cc3c(cc2C[C@H]2CCCC[C@H]21)CCCC3,333.15,1.849542252
CCCCCCCC[C@H]1c2cc3c(cc2C[C@H]2CCCC[C@H]21)CCCC3,372.04,1.084933575
CCCCCCCC[C@@H]1[C@@H]2C[C@@H]3CCCC[C@H]3C[C@@H]2C[C@@H]2CCCC[C@@H]21,310.93,2.46329561
CCCCCCCC[C@@H]1[C@@H]2C[C@@H]3CCCC[C@H]3C[C@@H]2C[C@@H]2CCCC[C@@H]21,333.15,1.780893109
CCCCCCCC[C@@H]1[C@@H]2C[C@@H]3CCCC[C@H]3C[C@@H]2C[C@@H]2CCCC[C@@H]21,372.04,1.038620162
CCCCCCCCC/C=C(\CCCCCCCCCC)c1cc(C)ccc1C,273.15,2.04453976
CCCCCCCCC/C=C(\CCCCCCCCCC)c1cc(C)ccc1C,293.15,1.545059585
CCCCCCCCC/C=C(\CCCCCCCCCC)c1cc(C)ccc1C,310.93,1.21031852
CCCCCCCCC/C=C(\CCCCCCCCCC)c1cc(C)ccc1C,333.15,0.890867939
CCCCCCCCC/C=C(\CCCCCCCCCC)c1cc(C)ccc1C,372.04,0.493039588
CCCCCCCCCCC(CCCCCCCCCC)c1cc(C)ccc1C,293.15,1.697839368
CCCCCCCCCCC(CCCCCCCCCC)c1cc(C)ccc1C,310.93,1.332034277
CCCCCCCCCCC(CCCCCCCCCC)c1cc(C)ccc1C,333.15,0.980230691
CCCCCCCCCCC(CCCCCCCCCC)c1cc(C)ccc1C,372.04,0.550839605
CCCCCCCCCCC(CCCCCCCCCC)[C@@H]1C[C@H](C)CC[C@@H]1C,273.15,2.216957207
CCCCCCCCCCC(CCCCCCCCCC)[C@@H]1C[C@H](C)CC[C@@H]1C,293.15,1.682325619
CCCCCCCCCCC(CCCCCCCCCC)[C@@H]1C[C@H](C)CC[C@@H]1C,310.93,1.317436497
CCCCCCCCCCC(CCCCCCCCCC)[C@@H]1C[C@H](C)CC[C@@H]1C,333.15,0.96997473
CCCCCCCCCCC(CCCCCCCCCC)[C@@H]1C[C@H](C)CC[C@@H]1C,372.04,0.541579244
C(CCc1ccccc1)=C(CCCc1ccccc1)CCCc1ccccc1,273.15,2.48187241
C(CCc1ccccc1)=C(CCCc1ccccc1)CCCc1ccccc1,293.15,1.804548308
C(CCc1ccccc1)=C(CCCc1ccccc1)CCCc1ccccc1,310.93,1.397244581
C(CCc1ccccc1)=C(CCCc1ccccc1)CCCc1ccccc1,333.15,1.028571253
C(CCc1ccccc1)=C(CCCc1ccccc1)CCCc1ccccc1,372.04,0.596597096
c1ccc(CCCC(CCCc2ccccc2)CCCc2ccccc2)cc1,293.15,1.961942883
c1ccc(CCCC(CCCc2ccccc2)CCCc2ccccc2)cc1,310.93,1.504742636
c1ccc(CCCC(CCCc2ccccc2)CCCc2ccccc2)cc1,333.15,1.102090526
c1ccc(CCCC(CCCc2ccccc2)CCCc2ccccc2)cc1,372.04,0.635182049
C1CCC(CCCC(CCCC2CCCCC2)CCCC2CCCCC2)CC1,310.93,2.044931546
C1CCC(CCCC(CCCC2CCCCC2)CCCC2CCCCC2)CC1,333.15,1.528273777
C1CCC(CCCC(CCCC2CCCCC2)CCCC2CCCCC2)CC1,372.04,0.922777342
CCCCCCCCCCC(CCCCCCCCCC)c1cccc2c1CCCC2,273.15,2.593728999
CCCCCCCCCCC(CCCCCCCCCC)c1cccc2c1CCCC2,293.15,2.003029471
CCCCCCCCCCC(CCCCCCCCCC)c1cccc2c1CCCC2,310.93,1.59571662
CCCCCCCCCCC(CCCCCCCCCC)c1cccc2c1CCCC2,333.15,1.202488317
CCCCCCCCCCC(CCCCCCCCCC)c1cccc2c1CCCC2,372.04,0.716837723
CCCCCCCCCCCCCCCc1cccc2ccccc12,310.93,1.244524512
CCCCCCCCCCCCCCCc1cccc2ccccc12,333.15,0.92345127
CCCCCCCCCCCCCCCc1cccc2ccccc12,372.04,0.459693976
CCCCCCCCCCCCCCC[C@@H]1CCC[C@H]2CCCC[C@@H]12,293.15,1.557867962
CCCCCCCCCCCCCCC[C@@H]1CCC[C@H]2CCCC[C@@H]12,310.93,1.236789099
CCCCCCCCCCCCCCC[C@@H]1CCC[C@H]2CCCC[C@@H]12,333.15,0.93135615
CCCCCCCCCCCCCCC[C@@H]1CCC[C@H]2CCCC[C@@H]12,372.04,0.548512256
CCCCCCCCCCCCCCCCCCCCCCCCCCCC,343.15,0.690904554
CCCCCCCCCCCCCCCCCCCCCCCCCCCC,358.15,0.563362409
CCCCCCCCCCCCCCCCCCCCCCCCCCCC,372.04,0.459241665
CCCCCCCCC(CCCCCCCC)[C@@H]1C[C@@H]2CCC[C@@H]2[C@@H]2CCC[C@@H]21,273.15,2.772541733
CCCCCCCCC(CCCCCCCC)[C@@H]1C[C@@H]2CCC[C@@H]2[C@@H]2CCC[C@@H]21,293.15,2.121231455
CCCCCCCCC(CCCCCCCC)[C@@H]1C[C@@H]2CCC[C@@H]2[C@@H]2CCC[C@@H]21,310.93,1.679337031
CCCCCCCCC(CCCCCCCC)[C@@H]1C[C@@H]2CCC[C@@H]2[C@@H]2CCC[C@@H]21,333.15,1.259115844
CCCCCCCCC(CCCCCCCC)[C@@H]1C[C@@H]2CCC[C@@H]2[C@@H]2CCC[C@@H]21,372.04,0.746867628
CCCCCCCCC(CCCCCCCC)C[C@H]1CC[C@H]2CCC[C@H]21,273.15,2.038620162
CCCCCCCCC(CCCCCCCC)C[C@H]1CC[C@H]2CCC[C@H]21,293.15,1.540079089
CCCCCCCCC(CCCCCCCC)C[C@H]1CC[C@H]2CCC[C@H]21,310.93,1.201943063
CCCCCCCCC(CCCCCCCC)C[C@H]1CC[C@H]2CCC[C@H]21,333.15,0.877716801
CCCCCCCCC(CCCCCCCC)C[C@H]1CC[C@H]2CCC[C@H]21,372.04,0.476106717
CCCCCCCCc1c2ccccc2cc2cc3c(cc12)CCCC3,293.15,3.893761762
CCCCCCCCc1c2ccccc2cc2cc3c(cc12)CCCC3,310.93,2.92282922
CCCCCCCCc1c2ccccc2cc2cc3c(cc12)CCCC3,333.15,2.126131407
CCCCCCCCc1c2ccccc2cc2cc3c(cc12)CCCC3,372.04,1.261976191
CCCCCCCCCCC(CCCCCCCCCC)C[C@@H]1C[C@@H](C)C[C@@H]1C,273.15,1.832445041
CCCCCCCCCCC(CCCCCCCCCC)C[C@@H]1C[C@@H](C)C[C@@H]1C,293.15,1.386320574
CCCCCCCCCCC(CCCCCCCCCC)C[C@@H]1C[C@@H](C)C[C@@H]1C,310.93,1.077367905
CCCCCCCCCCC(CCCCCCCCCC)C[C@@H]1C[C@@H](C)C[C@@H]1C,333.15,0.787460475
CCCCCCCCCCC(CCCCCCCCCC)C[C@@H]1C[C@@H](C)C[C@@H]1C,372.04,0.420450859
CCCCCCCCC(CCCCCCCC)C[C@@H]1C[C@@H]2C[C@H]1[C@@H]1CCC[C@H]21,273.15,2.40363519
CCCCCCCCC(CCCCCCCC)C[C@@H]1C[C@@H]2C[C@H]1[C@@H]1CCC[C@H]21,293.15,1.839415193
CCCCCCCCC(CCCCCCCC)C[C@@H]1C[C@@H]2C[C@H]1[C@@H]1CCC[C@H]21,310.93,1.454387467
CCCCCCCCC(CCCCCCCC)C[C@@H]1C[C@@H]2C[C@H]1[C@@H]1CCC[C@H]21,333.15,1.084933575
CCCCCCCCC(CCCCCCCC)C[C@@H]1C[C@@H]2C[C@H]1[C@@H]1CCC[C@H]21,372.04,0.629511534
C[C@H](CCC(CCCC[C@@H](CC[C@@H](C)CC(C)(C)C)CC[C@H](C)CC(C)(C)C)CC[C@@H](C)CC(C)(C)C)CC(C)(C)C,273.15,3.400365273
C[C@H](CCC(CCCC[C@@H](CC[C@@H](C)CC(C)(C)C)CC[C@H](C)CC(C)(C)C)CC[C@@H](C)CC(C)(C)C)CC(C)(C)C,293.15,2.567966907
C[C@H](CCC(CCCC[C@@H](CC[C@@H](C)CC(C)(C)C)CC[C@H](C)CC(C)(C)C)CC[C@@H](C)CC(C)(C)C)CC(C)(C)C,310.93,2.01745073
C[C@H](CCC(CCCC[C@@H](CC[C@@H](C)CC(C)(C)C)CC[C@H](C)CC(C)(C)C)CC[C@@H](C)CC(C)(C)C)CC(C)(C)C,333.15,1.51054501
C[C@H](CCC(CCCC[C@@H](CC[C@@H](C)CC(C)(C)C)CC[C@H](C)CC(C)(C)C)CC[C@@H](C)CC(C)(C)C)CC(C)(C)C,372.04,0.917137753
C[C@H](CC/C(=C/C[C@H](C)CC(C)(C)C)CC[C@H](C)CC(C)(C)C)CC(C)(C)C,273.15,2.08350262
C[C@H](CC/C(=C/C[C@H](C)CC(C)(C)C)CC[C@H](C)CC(C)(C)C)CC(C)(C)C,293.15,1.521661015
C[C@H](CC/C(=C/C[C@H](C)CC(C)(C)C)CC[C@H](C)CC(C)(C)C)CC(C)(C)C,310.93,1.161368002
C[C@H](CC/C(=C/C[C@H](C)CC(C)(C)C)CC[C@H](C)CC(C)(C)C)CC(C)(C)C,333.15,0.829625353
C[C@H](CC/C(=C/C[C@H](C)CC(C)(C)C)CC[C@H](C)CC(C)(C)C)CC(C)(C)C,372.04,0.430075056
C[C@H](CCC(CC[C@@H](C)CC(C)(C)C)CC[C@@H](C)CC(C)(C)C)CC(C)(C)C,273.15,2.337658891
C[C@H](CCC(CC[C@@H](C)CC(C)(C)C)CC[C@@H](C)CC(C)(C)C)CC(C)(C)C,293.15,1.696967641
C[C@H](CCC(CC[C@@H](C)CC(C)(C)C)CC[C@@H](C)CC(C)(C)C)CC(C)(C)C,310.93,1.289588953
C[C@H](CCC(CC[C@@H](C)CC(C)(C)C)CC[C@@H](C)CC(C)(C)C)CC(C)(C)C,333.15,0.91750551
C[C@H](CCC(CC[C@@H](C)CC(C)(C)C)CC[C@@H](C)CC(C)(C)C)CC(C)(C)C,372.04,0.479143248
CCCCCCCCCCCCCCCc1cccc2c1CCCC2,310.93,1.229425848
CCCCCCCCCCCCCCCc1cccc2c1CCCC2,333.15,0.919601024
CCCCCCCCCCCCCCCc1cccc2c1CCCC2,372.04,0.535673803
CCCCCCCCCCCCCCCc1ccc2c3c(cccc13)CC2,343.15,1.015359755
CCCCCCCCCCCCCCCc1ccc2c3c(cccc13)CC2,358.15,0.841109084
CCCCCCCCCCCCCCCc1ccc2c3c(cccc13)CC2,372.04,0.705264862
CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,353.93,0.847017098
CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,364.26,0.755035934
CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,372.04,0.690550462
CCCCCCCCCCCCCCCC(CCCCCCCC)CCCCCCCC,293.15,1.440436766
CCCCCCCCCCCCCCCC(CCCCCCCC)CCCCCCCC,310.93,1.147676324
CCCCCCCCCCCCCCCC(CCCCCCCC)CCCCCCCC,333.15,0.860218185
CCCCCCCCCCCCCCCC(CCCCCCCC)CCCCCCCC,372.04,0.494711025
CCCCCCCCCC[C@H](CCCC1CCCCC1)[C@@H]1CCC[C@H]2CCCC[C@H]21,273.15,3.467015818
CCCCCCCCCC[C@H](CCCC1CCCCC1)[C@@H]1CCC[C@H]2CCCC[C@H]21,293.15,2.609274172
CCCCCCCCCC[C@H](CCCC1CCCCC1)[C@@H]1CCC[C@H]2CCCC[C@H]21,310.93,2.049605613
CCCCCCCCCC[C@H](CCCC1CCCCC1)[C@@H]1CCC[C@H]2CCCC[C@H]21,333.15,1.533136288
CCCCCCCCCC[C@H](CCCC1CCCCC1)[C@@H]1CCC[C@H]2CCCC[C@H]21,372.04,0.925776054
CCCCCCCCCCCCCCC[C@@H]1CC[C@@H]2CC[C@@H]3CCC[C@H]1[C@H]23,293.15,1.78986263
CCCCCCCCCCCCCCC[C@@H]1CC[C@@H]2CC[C@@H]3CCC[C@H]1[C@H]23,310.93,1.43964843
CCCCCCCCCCCCCCC[C@@H]1CC[C@@H]2CC[C@@H]3CCC[C@H]1[C@H]23,333.15,1.103119254
CCCCCCCCCCCCCCC[C@@H]1CC[C@@H]2CC[C@@H]3CCC[C@H]1[C@H]23,372.04,0.683947131
CCCCCCCC[C@H]1CC[C@H]2CCC[C@@H]3[C@H]4CCCC[C@H]4C[C@@H]1[C@@H]23,273.15,3.41763774
CCCCCCCC[C@H]1CC[C@H]2CCC[C@@H]3[C@H]4CCCC[C@H]4C[C@@H]1[C@@H]23,293.15,2.514547753
CCCCCCCC[C@H]1CC[C@H]2CCC[C@@H]3[C@H]4CCCC[C@H]4C[C@@H]1[C@@H]23,310.93,1.944581364
CCCCCCCC[C@H]1CC[C@H]2CCC[C@@H]3[C@H]4CCCC[C@H]4C[C@@H]1[C@@H]23,333.15,1.435047641
CCCCCCCC[C@H]1CC[C@H]2CCC[C@@H]3[C@H]4CCCC[C@H]4C[C@@H]1[C@@H]23,372.04,0.850217242
CCCCCCCCCCCC[C@H]1[C@@H](C2CCCC2)CC[C@H]1C1CCCC1,273.15,2.373095987
CCCCCCCCCCCC[C@H]1[C@@H](C2CCCC2)CC[C@H]1C1CCCC1,293.15,1.797128988
CCCCCCCCCCCC[C@H]1[C@@H](C2CCCC2)CC[C@H]1C1CCCC1,310.93,1.412460547
CCCCCCCCCCCC[C@H]1[C@@H](C2CCCC2)CC[C@H]1C1CCCC1,333.15,1.059563418
CCCCCCCCCCCC[C@H]1[C@@H](C2CCCC2)CC[C@H]1C1CCCC1,372.04,0.611404638
C[C@@H]([C@H]1CC[C@H]2CC[C@@H]3CCC[C@H]1[C@H]23)[C@@H]1CC[C@@H]2CC[C@H]3CCC[C@@H]1[C@H]32,353.15,2.76856411
C[C@@H]([C@H]1CC[C@H]2CC[C@@H]3CCC[C@H]1[C@H]23)[C@@H]1CC[C@@H]2CC[C@H]3CCC[C@@H]1[C@H]32,363.15,2.336659823
C[C@@H]([C@H]1CC[C@H]2CC[C@@H]3CCC[C@H]1[C@H]23)[C@@H]1CC[C@@H]2CC[C@H]3CCC[C@@H]1[C@H]32,372.04,2.025715384
CCCCCCCCCCCCCCCC(C1CCCC1)C1CCCC1,293.15,1.486996888
CCCCCCCCCCCCCCCC(C1CCCC1)C1CCCC1,310.93,1.172018809
CCCCCCCCCCCCCCCC(C1CCCC1)C1CCCC1,333.15,0.872564143
CCCCCCCCCCCCCCCC(C1CCCC1)C1CCCC1,372.04,0.499961866
C1CC[C@@H]2[C@H](C1)CCC[C@H]2C([C@H]1CCC[C@@H]2CCCC[C@@H]21)[C@@H]1CCC[C@H]2CCCC[C@H]21,333.15,7.301029996
C1CC[C@@H]2[C@H](C1)CCC[C@H]2C([C@H]1CCC[C@@H]2CCCC[C@@H]21)[C@@H]1CCC[C@H]2CCCC[C@H]21,372.04,3.952792443
C1CC[C@@H]2[C@H](C1)CC[C@@H]1[C@@H]3CC[C@@H]4CCCC[C@@H]4[C@@H]3[C@H]([C@H]3CCC[C@H]4CCCC[C@@H]43)[C@H]21,372.04,4.301029996
CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,372.04,0.873843533
CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,388.15,0.735039705
CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,408.15,0.592176757
c1ccc(CCCCc2ccc(CCCCc3ccccc3)cc2)cc1,333.15,1.072984745
c1ccc(CCCCc2ccc(CCCCc3ccccc3)cc2)cc1,372.04,0.651181062
c1ccc(CCCCc2ccc(CCCCc3ccccc3)cc2)cc1,388.15,0.517987203
C1CCC(CCCC[C@H]2CC[C@H](CCCCC3CCCCC3)CC2)CC1,372.04,0.88834801
C1CCC(CCCC[C@H]2CC[C@H](CCCCC3CCCCC3)CC2)CC1,388.15,0.722469386
C1CCC(CCCC[C@H]2CC[C@H](CCCCC3CCCCC3)CC2)CC1,408.15,0.555698895
CCCCCCCCCCc1cccc(CCCCCCCCCC)c1,273.15,1.631748074
CCCCCCCCCCc1cccc(CCCCCCCCCC)c1,293.15,1.249198357
CCCCCCCCCCc1cccc(CCCCCCCCCC)c1,310.93,0.983671383
CCCCCCCCCCc1cccc(CCCCCCCCCC)c1,333.15,0.72566666
CCCCCCCCCCc1cccc(CCCCCCCCCC)c1,372.04,0.397244581
CCCCCCCCCC[C@@H]1CCC[C@H](CCCCCCCCCC)C1,310.93,1.08849047
CCCCCCCCCC[C@@H]1CCC[C@H](CCCCCCCCCC)C1,333.15,0.811440944
CCCCCCCCCC[C@@H]1CCC[C@H](CCCCCCCCCC)C1,372.04,0.456821348
CCCCCCCCC[C@@](CC)(CCCCCCC)CCCCCCCC,273.15,1.88155583
CCCCCCCCC[C@@](CC)(CCCCCCC)CCCCCCCC,293.15,1.426185825
CCCCCCCCC[C@@](CC)(CCCCCCC)CCCCCCCC,310.93,1.197280558
CCCCCCCCC[C@@](CC)(CCCCCCC)CCCCCCCC,333.15,0.802568498
CCCCCCCCC[C@@](CC)(CCCCCCC)CCCCCCCC,372.04,0.419790586
CCCCCCCCCC[C@@](CCCCCCC)(CCCCCCCC)CCCCCCCCC,273.15,2.217747073
CCCCCCCCCC[C@@](CCCCCCC)(CCCCCCCC)CCCCCCCCC,293.15,1.730378469
CCCCCCCCCC[C@@](CCCCCCC)(CCCCCCCC)CCCCCCCCC,310.93,1.389166084
CCCCCCCCCC[C@@](CCCCCCC)(CCCCCCCC)CCCCCCCCC,333.15,1.054995862
CCCCCCCCCC[C@@](CCCCCCC)(CCCCCCCC)CCCCCCCCC,372.04,0.625415352
CCCCCCCCCCc1ccc2ccc3cccc4ccc1c2c34,310.93,0.701222484
CCCCCCCCCCc1ccc2ccc3cccc4ccc1c2c34,333.15,0.530711838
CCCCCCCCCCc1ccc2ccc3cccc4ccc1c2c34,372.04,0.864095573
CCCCCCCCCC[C@@H]1CC[C@H]2CC[C@H]3CCC[C@H]4CC[C@@H]1[C@H]2[C@H]34,388.15,0.589502796
CCCCCCCCCC[C@@H]1CC[C@H]2CC[C@H]3CCC[C@H]4CC[C@@H]1[C@H]2[C@H]34,408.15,0.433129518
CCCCCCCCCC[C@@H]1CC[C@H]2CC[C@H]3CCC[C@H]4CC[C@@H]1[C@H]2[C@H]34,333.15,1.219060332
CCCCCCCCCC[C@@H]1CC[C@H]2CC[C@H]3CCC[C@H]4CC[C@@H]1[C@H]2[C@H]34,372.04,0.741309209
CCCCCCCCCCc1cc2c3c(ccc4c3c1CCC4)CCC2,388.15,0.807399713
CCCCCCCCCCc1cc2c3c(ccc4c3c1CCC4)CCC2,408.15,0.614264287
CCCCCCCCCCc1cc2c3c(ccc4c3c1CCC4)CCC2,372.04,1.005609445
CCCCCCCCCC[C@H]1C[C@@H]2CCC[C@@H]3CC[C@@H]4CCC[C@H]1[C@H]4[C@H]32,273.15,2.930337636
CCCCCCCCCC[C@H]1C[C@@H]2CCC[C@@H]3CC[C@@H]4CCC[C@H]1[C@H]4[C@H]32,293.15,2.196176185
CCCCCCCCCC[C@H]1C[C@@H]2CCC[C@@H]3CC[C@@H]4CCC[C@H]1[C@H]4[C@H]32,310.93,1.721810615
CCCCCCCCCC[C@H]1C[C@@H]2CCC[C@@H]3CC[C@@H]4CCC[C@H]1[C@H]4[C@H]32,333.15,1.276231958
CCCCCCCCCC[C@H]1C[C@@H]2CCC[C@@H]3CC[C@@H]4CCC[C@H]1[C@H]4[C@H]32,372.04,0.768193962
CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,388.15,0.540329475
CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,408.15,0.409764104
CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,372.04,0.662190991
CC(C)CCC[C@H](C)CCC[C@H](C)CCCC[C@@H](C)CCC[C@@H](C)CCCC(C)C,273.15,2.070037867
CC(C)CCC[C@H](C)CCC[C@H](C)CCCC[C@@H](C)CCC[C@@H](C)CCCC(C)C,293.15,1.560623875
